OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,TaxParcelIdentificationNumber,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,TotalGHGEmissions,GHGEmissionsIntensity
24202.0,NonResidential,Warehouse,Warehouse,3440 6th Avenue S,7666203810,GREATER DUWAMISH,1978.0,1.0,1.0,21755.0,0.0,21755.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,17650.0,Office,2400.0,RAS,0.0,65.44972577696527,42.09999847,47.70000076,105.9000015,116.0999985,844076.8125,956406.375,0.0,592096.0,251981.0,False,17.51,0.8
24205.0,NonResidential,Other,640 S Spokane,640 S. Spokane,7666203827,GREATER DUWAMISH,1960.0,1.0,1.0,27933.0,0.0,27933.0,Other,Other,27933.0,RAS,0.0,RAS,0.0,65.44972577696527,219.3999939,219.3999939,131.0,689.0999756,6129780.0,6129780.0,0.0,6129779.0,0.0,False,42.73,1.53
24209.0,NonResidential,Small- and Mid-Sized Office,Ed Wyse Building,3701 7th Avenue South,7666203920,GREATER DUWAMISH,1983.0,1.0,1.0,23143.0,0.0,23143.0,"Non-Refrigerated Warehouse, Office",Office,15609.0,Non-Refrigerated Warehouse,7534.0,RAS,0.0,75.0,49.29999924,57.40000153,94.09999847,102.6999969,1139980.625,1328072.5,0.0,469813.0,670168.0,False,38.87,1.68
24216.0,NonResidential,Small- and Mid-Sized Office,Lamar Advertising Company,3601 Sixth Ave S.,7666204110,GREATER DUWAMISH,1962.0,1.0,1.0,28800.0,0.0,28800.0,"Non-Refrigerated Warehouse, Office",Office,28800.0,Non-Refrigerated Warehouse,7350.0,RAS,0.0,73.0,58.29999924,67.5,98.19999695,107.5,2107743.75,2438706.5,0.0,786547.0,1028822.0,False,60.12,2.09
24218.0,NonResidential,Warehouse,Dutch Boy Building,3414 4th Ave. So.,7666204125,GREATER DUWAMISH,1952.0,1.0,1.0,39600.0,0.0,39600.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,39600.0,RAS,0.0,RAS,0.0,85.0,10.19999981,10.19999981,32.09999847,32.09999847,405050.4063,405050.4063,0.0,405050.0,0.0,False,2.82,0.07
24219.0,NonResidential,Warehouse,SB Warehouse,3434 4th Avenue S,7666204130,GREATER DUWAMISH,1952.0,1.0,1.0,39600.0,0.0,39600.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,39600.0,RAS,0.0,RAS,0.0,91.0,11.80000019,13.19999981,30.29999924,32.0,468396.9063,522105.3125,0.0,338683.0,129714.0,False,9.25,0.23
24225.0,NonResidential,Distribution Center,2900,2900 4th ave. so.,7666204180,GREATER DUWAMISH,1937.0,1.0,1.0,41248.0,0.0,41248.0,Distribution Center,Distribution Center,41430.0,RAS,0.0,RAS,0.0,37.0,26.79999924,28.5,74.40000153,77.69999695,1108310.875,1180859.625,0.0,918219.0,190092.0,False,16.5,0.4
24227.0,NonResidential,Other,2960 4th Ave S (Old Pacific Industrial Supply),2960 4th Ave S,7666204200,GREATER DUWAMISH,2009.0,1.0,1.0,36400.0,0.0,36400.0,"Other, Retail Store",Other,21400.0,Retail Store,15000.0,RAS,0.0,65.44972577696527,43.09999847,45.0,91.40000153,94.69999695,1567746.75,1638043.5,0.0,804194.0,763553.0,False,46.16,1.27
24240.0,NonResidential,Other,WEST,4427 CALIFORNIA AVE SW,7904700100,SOUTHWEST,1920.0,1.0,1.0,31332.0,0.0,31332.0,Other,Other,31332.0,RAS,0.0,RAS,0.0,65.44972577696527,114.0,114.0,358.1000061,358.1000061,3573328.25,3573328.25,0.0,3573328.0,0.0,False,24.91,0.8
24244.0,NonResidential,Worship Facility,West Side Presbyterian Church,3601 California Ave SW,7905200005,SOUTHWEST,1948.0,1.0,2.0,35864.0,0.0,35864.0,Worship Facility,Worship Facility,35864.0,RAS,0.0,RAS,0.0,75.0,34.20000076,39.20000076,63.20000076,69.80000305,1228113.5,1404208.25,0.0,467833.0,760281.0,False,43.64,1.22
24250.0,NonResidential,Worship Facility,St. George Parish,5306 13th Ave. S.,7925100200,GREATER DUWAMISH,1954.0,1.0,1.0,20484.0,0.0,20484.0,Worship Facility,Worship Facility,20484.0,RAS,0.0,RAS,0.0,69.0,40.20000076,46.90000153,53.90000153,61.40000153,822636.625,961253.6875,0.0,115043.0,707593.0,False,38.38,1.87
24252.0,NonResidential,Medical Office,Springbrook Building,4500 Sandpoint Way NE,7933000005,NORTHEAST,1984.0,1.0,4.0,45264.0,17622.0,27642.0,Medical Office,Medical Office,21743.0,RAS,0.0,RAS,0.0,4.0,85.09999847,85.09999847,267.1000061,267.1000061,1849331.25,1849331.25,0.0,1849331.0,0.0,False,12.89,0.28
24253.0,NonResidential,Medical Office,Springbrook Building LLC 4540,4540 Sandpoint Way NE,7933000005,NORTHEAST,1987.0,2.0,4.0,36932.0,14576.0,22356.0,Medical Office,Medical Office,27642.0,RAS,0.0,RAS,0.0,65.44972577696527,102.1999969,102.1999969,320.7999878,320.7999878,2824096.75,2824096.75,0.0,2824096.0,0.0,False,19.69,0.53
24259.0,NonResidential,Other,Seattle Medical Post Acute Care,555 16th Ave,7942600675,CENTRAL,1973.0,1.0,4.0,45082.0,0.0,45082.0,Other/Specialty Hospital,Other/Specialty Hospital,45082.0,RAS,0.0,RAS,0.0,65.44972577696527,94.5,98.19999695,232.8000031,244.1999969,4262316.5,4426520.0,0.0,2879780.0,1382537.0,False,93.5,2.07
24270.0,NonResidential,Worship Facility,Phinney Ridge Lutheran Church,7500 Greenwood Ave N,3362900895,NORTHWEST,1951.0,0.0,2.0,41600.0,0.0,41600.0,Worship Facility,Worship Facility,41600.0,RAS,0.0,RAS,0.0,58.0,28.70000076,33.09999847,65.5,72.80000305,1195165.25,1376059.25,0.0,704075.0,491090.0,False,30.99,0.74
24274.0,NonResidential,Small- and Mid-Sized Office,Bonneville International,1820 East Lake Ave,3383900065,LAKE UNION,1960.0,1.0,2.0,34110.0,0.0,34110.0,Office,Office,34110.0,RAS,0.0,RAS,0.0,31.0,75.19999695,76.0,236.0,238.6999969,2563985.5,2592728.0,0.0,2563985.0,0.0,False,17.87,0.52
24332.0,NonResidential,Warehouse,4th&Forest,422 South Forest,7666204280,GREATER DUWAMISH,1970.0,1.0,1.0,23750.0,0.0,23750.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,19430.0,Office,1470.0,RAS,0.0,65.44972577696527,25.0,25.0,78.59999847,78.59999847,522972.1875,522972.1875,0.0,522972.0,0.0,False,3.65,0.15
24333.0,NonResidential,Warehouse,South Seattle Building,2757 6th Avenue South,7666204300,GREATER DUWAMISH,1970.0,1.0,1.0,43390.0,0.0,43390.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,36430.0,Office,6960.0,RAS,0.0,87.0,12.30000019,12.30000019,38.59999847,38.59999847,533742.8125,533742.8125,0.0,533743.0,0.0,False,3.72,0.09
24344.0,NonResidential,Warehouse,WES 2233 LLC,2233 Sixth Ave. So.,7666204449,GREATER DUWAMISH,1959.0,1.0,1.0,35400.0,0.0,35400.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35400.0,RAS,0.0,RAS,0.0,84.0,11.89999962,11.89999962,29.10000038,29.10000038,419978.6875,419978.6875,0.0,282006.0,137973.0,False,9.29,0.26
24348.0,NonResidential,Distribution Center,Stoneway,1924 4th Ave S,7666204465,GREATER DUWAMISH,1966.0,1.0,1.0,28144.0,0.0,28144.0,"Distribution Center, Office",Distribution Center,22201.0,Office,6087.0,RAS,0.0,19.0,30.39999962,30.79999924,91.69999695,92.19999695,858701.0,870127.125,0.0,810350.0,48351.0,False,8.22,0.29
24351.0,NonResidential,Warehouse,Pacific Coast Feather Corporate Office and Warehouse,1964 4th AVe S,7666204480,GREATER DUWAMISH,1916.0,1.0,3.0,71283.0,0.0,71283.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,57910.0,Office,13373.0,RAS,0.0,41.0,34.90000153,37.20000076,93.30000305,96.90000153,2491238.25,2654698.5,0.0,1931964.0,559274.0,False,43.17,0.61
24354.0,NonResidential,Warehouse,1760 4th Avenue South,1760 4th Avenue South,7666204565,GREATER DUWAMISH,1989.0,1.0,1.0,23792.0,0.0,23792.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,22992.0,Office,800.0,RAS,0.0,65.44972577696527,119.9000015,118.0999985,376.3999939,370.8999939,2852102.75,2810298.5,0.0,2852102.0,0.0,False,19.88,0.84
24356.0,NonResidential,Small- and Mid-Sized Office,1550 4th Ave S,1550 4th Ave S,7666204625,GREATER DUWAMISH,1979.0,1.0,2.0,47368.0,0.0,47368.0,"Office, Parking",Office,47368.0,Parking,0.0,RAS,0.0,99.0,22.0,21.79999924,69.09999847,68.5,1042652.625,1033962.125,0.0,1042653.0,0.0,False,7.27,0.15
24358.0,NonResidential,Mixed Use Property,R&K Foods/RE-PC/Brinks,1563 6th Ave S,7666204640,GREATER DUWAMISH,1931.0,1.0,1.0,46183.0,0.0,46183.0,"Food Service, Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,18871.0,Food Service,14000.0,Retail Store,13312.0,65.44972577696527,40.90000153,41.09999847,114.0999985,112.8000031,1890502.5,1898673.75,0.0,1571102.0,319400.0,False,27.92,0.6
24359.0,NonResidential,Small- and Mid-Sized Office,Jefferson Building,1401 East Jeffrson Street,7942600940,CENTRAL,1984.0,1.0,5.0,72613.0,22788.0,49825.0,"Office, Parking",Office,49825.0,Parking,22788.0,RAS,0.0,84.0,52.20000076,55.29999924,142.3000031,145.6000061,2602213.75,2756929.5,0.0,2086017.0,516197.0,False,41.96,0.58
24374.0,NonResidential,Retail Store,Jumbo chinese restaurant,4208 rainier ave so.,7950301480,SOUTHEAST,1968.0,1.0,1.0,36071.0,0.0,36071.0,Retail Store,Retail Store,36071.0,RAS,0.0,RAS,0.0,97.0,42.09999847,42.09999847,81.90000153,81.90000153,1519952.125,1519952.125,0.0,649355.0,870597.0,True,50.76,1.41
24375.0,SPS-District K-12,K-12 School,Hawthorne Elementary,4100 39th Ave. S.,7950302375,SOUTHEAST,1989.0,1.0,3.0,51672.0,0.0,51672.0,K-12 School,K-12 School,51672.0,RAS,0.0,RAS,0.0,97.0,27.79999924,29.5,78.30000305,82.0,1436510.375,1523036.0,0.0,1213523.0,222987.0,False,20.3,0.39
24376.0,Nonresidential COS,Medical Office,SE Seattle Community Health Center,4400 37th Ave S,7950303700,SOUTHEAST,1990.0,1.0,2.0,38352.0,11082.0,27270.0,"Medical Office, Office",Medical Office,19987.0,Office,7505.0,RAS,0.0,36.0,76.69999695,76.69999695,240.8999939,240.8999939,2108861.75,2108861.75,0.0,2108861.0,0.0,False,14.7,0.38
24381.0,Nonresidential COS,Mixed Use Property,Rainier Community Center,4630 38th Ave S,7950304230,SOUTHEAST,1995.0,1.0,1.0,28425.0,0.0,28425.0,"Fitness Center/Health Club/Gym, Office, Other - Recreation",Fitness Center/Health Club/Gym,14081.0,Other - Recreation,12824.0,Office,1479.0,65.44972577696527,75.19999695,82.0,168.3999939,175.5,2133797.75,2326238.0,0.0,1215305.0,918493.0,False,57.25,2.01
24406.0,NonResidential,Other,Mini Cooper Car Dealership (ID24406),11550 LAKE CITY WAY NE,3448001720,NORTH,2009.0,1.0,3.0,35115.0,0.0,35115.0,Automobile Dealership,Automobile Dealership,35115.0,RAS,0.0,RAS,0.0,65.44972577696527,54.79999924,58.5,148.0,151.8999939,1922953.25,2053325.25,0.0,1521297.0,401656.0,False,31.94,0.91
24415.0,NonResidential,Mixed Use Property,Aurora Improvements,9401 Aurora Ave N,3126049156,NORTHWEST,1972.0,1.0,1.0,66704.0,0.0,66704.0,"Distribution Center, Non-Refrigerated Warehouse, Office, Other - Education, Parking",Other - Education,23904.0,Distribution Center,18500.0,Non-Refrigerated Warehouse,18500.0,65.44972577696527,9.0,10.19999981,17.70000076,19.39999962,600516.875,677904.625,0.0,262709.0,337808.0,False,19.77,0.3
24418.0,Nonresidential COS,Warehouse,Technical Metering Operations,1133 N 100th St,3126049316,NORTHWEST,1969.0,1.0,1.0,25658.0,0.0,25658.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18854.0,Office,6804.0,RAS,0.0,65.44972577696527,41.5,41.5,110.0,110.0,1063960.125,1063960.125,0.0,815633.0,248327.0,False,18.87,0.74
24435.0,NonResidential,Small- and Mid-Sized Office,10th Ave.,1423 10th Ave E,6003500025,EAST,1907.0,1.0,2.0,36000.0,0.0,36000.0,"Office, Other",Office,27600.0,Other,8400.0,RAS,0.0,95.0,29.10000038,30.20000076,77.69999695,79.69999695,1046187.625,1085871.625,0.0,813255.0,232933.0,False,18.04,0.5
24448.0,NonResidential,Mixed Use Property,"Automobili Italiane, Inc.",1401 12th Avenue,6003500265,EAST,1913.0,1.0,1.0,36000.0,0.0,36000.0,"Parking, Retail Store",Parking,18000.0,Retail Store,18000.0,RAS,0.0,59.0,64.59999847,71.19999695,156.3999939,162.8000031,1162163.125,1280845.875,0.0,763041.0,399122.0,False,26.52,0.74
24451.0,NonResidential,Warehouse,LOFT BUILDING,1512 11TH AVE,6003500295,EAST,1915.0,1.0,2.0,43200.0,0.0,43200.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,43200.0,RAS,0.0,RAS,0.0,38.0,44.70000076,47.70000076,102.8000031,106.0,1929851.5,2061027.625,0.0,1155595.0,774256.0,False,49.18,1.14
24458.0,NonResidential,Small- and Mid-Sized Office,Turner,830 4th Ave. South,7666204820,GREATER DUWAMISH,1913.0,1.0,4.0,53840.0,12870.0,40970.0,"Office, Parking",Office,42800.0,Parking,10400.0,RAS,0.0,71.0,68.0,70.90000153,185.6000061,188.6000061,2912454.75,3034711.5,0.0,2337197.0,575257.0,False,46.85,0.87
24461.0,NonResidential,Retail Store,Outdoor Emporium,1701 4th Ave S,7666204995,GREATER DUWAMISH,1975.0,1.0,1.0,43794.0,0.0,43794.0,"Office, Retail Store",Retail Store,34038.0,Office,9756.0,RAS,0.0,88.0,26.60000038,29.20000076,67.59999847,70.30000305,1164537.75,1278856.25,0.0,831084.0,333454.0,False,23.5,0.54
24472.0,NonResidential,Warehouse,Old Pipe Building,3223 3rd Ave S,7666205550,GREATER DUWAMISH,1968.0,1.0,1.0,48280.0,0.0,48280.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,40780.0,Office,7500.0,RAS,0.0,18.0,56.0,64.69999695,119.6999969,128.8999939,2701833.75,3123892.75,0.0,1407161.0,1294673.0,False,78.57,1.63
24473.0,NonResidential,Distribution Center,Seattle Textile Company,3434 2nd Avenue South,7666205580,GREATER DUWAMISH,1954.0,1.0,1.0,36040.0,0.0,36040.0,"Distribution Center, Office",Distribution Center,31476.0,Office,4564.0,RAS,0.0,65.44972577696527,10.10000038,10.80000019,25.20000076,25.89999962,363808.1875,390592.0,0.0,251031.0,112777.0,False,7.74,0.21
24479.0,NonResidential,Supermarket/Grocery Store,Safeway 0423 - 35th Ave,7340 35th Ave NE,7974200020,NORTHEAST,1965.0,1.0,1.0,32822.0,0.0,32822.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,35042.0,Parking,0.0,RAS,0.0,42.0,252.3000031,260.7000122,587.5,596.2999878,8839812.0,9134359.0,0.0,5408701.0,3431110.0,False,219.93,6.7
24482.0,SPS-District K-12,K-12 School,View Ridge Elementary,7047 50th Ave. NE.,7974200250,NORTHEAST,1948.0,1.0,1.0,64314.0,0.0,64314.0,K-12 School,K-12 School,65210.0,RAS,0.0,RAS,0.0,86.0,45.0,51.70000076,80.59999847,89.80000305,2936336.25,3370435.5,0.0,1038090.0,1898246.0,True,108.05,1.68
24484.0,NonResidential,Worship Facility,Messiah Lutheran Church,7050 35th NE,7974200451,NORTHEAST,1950.0,1.0,2.0,20385.0,0.0,20385.0,Worship Facility,Worship Facility,20385.0,RAS,0.0,RAS,0.0,65.0,39.70000076,44.59999847,61.59999847,67.30000305,809291.8125,908877.375,0.0,193858.0,615434.0,False,34.04,1.67
24485.0,NonResidential,Worship Facility,Sand Point Community Church,4710 NE 70th St,7974200700,NORTHEAST,1946.0,1.0,1.0,24295.0,0.0,24295.0,Worship Facility,Worship Facility,24295.0,RAS,0.0,RAS,0.0,53.0,8.899999619,9.300000191,27.89999962,29.29999924,216115.0,227074.2969,0.0,216115.0,0.0,False,1.51,0.06
24488.0,NonResidential,Small- and Mid-Sized Office,Hawthorne Hills Professional Center,4020 NE 55th St.,7974700160,NORTHEAST,1967.0,1.0,2.0,20317.0,0.0,20317.0,Office,Office,20317.0,RAS,0.0,RAS,0.0,83.0,30.60000038,31.20000076,96.0,97.90000153,620994.3125,633770.5,0.0,620994.0,0.0,False,4.33,0.21
24493.0,NonResidential,Supermarket/Grocery Store,Metropolitan Market,5250 40th Ave NE,7974700270,NORTHEAST,1973.0,1.0,1.0,24377.0,0.0,24377.0,Supermarket/Grocery Store,Supermarket/Grocery Store,24377.0,RAS,0.0,RAS,0.0,6.0,51.90000153,53.90000153,131.0,134.25,9851260.0,10133933.0,0.0,5697593.0,4153667.0,False,260.32,0.88
24513.0,NonResidential,Other,Oak Tree 6,10006 Aurora Ave N,3126049388,NORTHWEST,1986.0,1.0,1.0,33392.0,0.0,33392.0,Movie Theater,Movie Theater,33392.0,RAS,0.0,RAS,0.0,65.44972577696527,83.5,83.5,262.0,262.0,2786648.75,2786648.75,0.0,2786648.0,0.0,False,19.43,0.58
24514.0,NonResidential,Supermarket/Grocery Store,OAKTREE PLAZA ASSOC,10002 AURORA AVE N,3126049389,NORTHWEST,1986.0,0.0,1.0,45155.0,0.0,45155.0,Supermarket/Grocery Store,Supermarket/Grocery Store,45155.0,RAS,0.0,RAS,0.0,6.0,147.8000031,149.1000061,351.7000122,349.8999939,6674179.5,6732712.5,0.0,4244454.0,2429726.0,False,158.63,3.51
24531.0,NonResidential,Warehouse,Kenyon Industrial Park Building D,7951 Second Avenue South,3224049007,GREATER DUWAMISH,1966.0,1.0,1.0,32000.0,0.0,32000.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32040.0,RAS,0.0,RAS,0.0,3.0,68.19999695,73.0,176.6999969,181.8000031,2186148.5,2340055.75,0.0,1611215.0,574933.0,False,41.77,1.31
24532.0,NonResidential,Warehouse,Kenyon Industrial Park Building B,121 S Kenyon Street,3224049007,GREATER DUWAMISH,1970.0,1.0,1.0,44000.0,0.0,44000.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,45449.0,RAS,0.0,RAS,0.0,15.0,94.69999695,108.9000015,152.1999969,167.1000061,4302455.5,4947630.5,0.0,1148123.0,3154333.0,False,175.53,3.99
24534.0,NonResidential,Warehouse,Kenyon Business Park Building A,7900 Occidental Avenue South,3224049007,GREATER DUWAMISH,1973.0,1.0,1.0,36000.0,0.0,36000.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36000.0,RAS,0.0,RAS,0.0,44.0,77.0,90.40000153,109.5,123.5999985,2771820.5,3253334.25,0.0,494348.0,2277473.0,False,124.4,3.46
24536.0,NonResidential,Warehouse,Cloverdale Business Park Building A,309 S Cloverdale Street,3224049012,GREATER DUWAMISH,1979.0,1.0,1.0,31360.0,0.0,31360.0,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,29640.0,Retail Store,1460.0,RAS,0.0,65.44972577696527,43.59999847,49.09999847,87.90000153,93.59999847,1356972.25,1526335.25,0.0,626210.0,730762.0,False,43.18,1.38
24537.0,NonResidential,Warehouse,Cloverdale Business Park Building B,309 South Cloverdale Street,3224049012,GREATER DUWAMISH,1979.0,1.0,1.0,33320.0,0.0,33320.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,32200.0,Office,1200.0,RAS,0.0,65.44972577696527,70.0,74.80000305,154.1999969,159.3000031,2339234.0,2499644.75,0.0,1289233.0,1050001.0,False,64.75,1.94
24538.0,NonResidential,Warehouse,Cloverdale Business Park Building C,309 South Cloverdale Street,3224049012,GREATER DUWAMISH,1979.0,1.0,1.0,48020.0,0.0,48020.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,47800.0,RAS,0.0,RAS,0.0,71.0,49.70000076,53.70000076,115.5999985,119.8000031,2373568.25,2567827.75,0.0,1450508.0,923060.0,False,59.14,1.23
24539.0,NonResidential,Warehouse,Cloverdale Business Park Building E,309 South Cloverdale Street,3224049012,GREATER DUWAMISH,1979.0,1.0,1.0,27420.0,0.0,27420.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,27850.0,RAS,0.0,RAS,0.0,55.0,42.20000076,48.09999847,82.5,88.59999847,1176342.25,1340563.125,0.0,507743.0,668599.0,False,39.05,1.42
24547.0,NonResidential,K-12 School,Islamic School of Seattle,720 25TH AVE,6840700175,CENTRAL,1929.0,1.0,2.0,24152.0,0.0,24152.0,K-12 School,K-12 School,24152.0,RAS,0.0,RAS,0.0,100.0,6.699999809,6.699999809,21.0,21.0,161363.4063,161363.4063,0.0,161363.0,0.0,False,1.12,0.05
24560.0,NonResidential,K-12 School,Our Lady of the Lake School,3520 NE 89th St.,6844701005,NORTHEAST,1949.0,1.0,2.0,43645.0,0.0,43645.0,K-12 School,K-12 School,37000.0,RAS,0.0,RAS,0.0,71.0,55.5,63.0,87.59999847,95.5,2053956.375,2332477.5,0.0,518880.0,1535077.0,False,85.15,1.95
24563.0,NonResidential,Retail Store,Store #5216_8500 35Th Avenue Ne,8500 35Th Avenue Ne,6844701790,NORTHEAST,1952.0,1.0,1.0,26853.0,0.0,26853.0,Retail Store,Retail Store,20360.0,RAS,0.0,RAS,0.0,68.0,68.69999695,71.40000153,189.6999969,189.6999969,1399062.75,1453484.75,0.0,1145340.0,253723.0,False,21.46,0.8
24710.0,NonResidential,Other,1020 building,1020 1st Ave S,7666206700,GREATER DUWAMISH,1909.0,1.0,4.0,44775.0,0.0,44775.0,Other,Other,44775.0,RAS,0.0,RAS,0.0,65.44972577696527,21.20000076,24.5,43.09999847,47.5,950695.625,1095347.375,0.0,446650.0,504046.0,False,29.88,0.67
24579.0,NonResidential,Other,SODO Park Bldg,3200 1st ave south,7666205935,GREATER DUWAMISH,1916.0,2.0,1.0,27760.0,0.0,27760.0,"Office, Other, Parking, Retail Store",Other,19715.0,Office,12000.0,Retail Store,6000.0,65.44972577696527,75.09999847,86.5,124.0999985,136.1000061,2833624.5,3262533.0,0.0,816471.0,2017153.0,False,112.82,4.06
24581.0,NonResidential,Other,SODO,3228 1st Ave S,7666205945,GREATER DUWAMISH,1937.0,1.0,1.0,20975.0,0.0,20975.0,"Fast Food Restaurant, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,13144.0,Other,6600.0,Fast Food Restaurant,1070.0,65.44972577696527,16.70000076,16.70000076,43.59999847,43.59999847,347437.6875,347437.6875,0.0,259882.0,87556.0,False,6.46,0.31
24585.0,NonResidential,Other,Gorlick's Distribution Center,2944 1st Ave S,7666205975,GREATER DUWAMISH,1918.0,1.0,1.0,26075.0,0.0,26075.0,Other,Other,26075.0,RAS,0.0,RAS,0.0,65.44972577696527,61.70000076,63.09999847,182.6000061,184.1000061,1608508.75,1646355.25,0.0,1470083.0,138426.0,False,17.6,0.67
24587.0,NonResidential,Warehouse,Lander Station Business Park,151 S. Lander St,7666205990,GREATER DUWAMISH,1992.0,1.0,1.0,29394.0,0.0,29394.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29394.0,Office,16902.0,RAS,0.0,60.0,32.09999847,34.5,85.30000305,87.80000305,1486681.75,1597845.25,0.0,1141948.0,344734.0,False,26.27,0.89
24589.0,NonResidential,Warehouse,A2A LLC,2710 1st Ave S,7666206025,GREATER DUWAMISH,1926.0,1.0,2.0,20400.0,0.0,20400.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,15000.0,Office,5400.0,RAS,0.0,69.0,21.5,24.60000038,47.29999924,50.59999847,438557.0,501439.6875,0.0,241070.0,197487.0,False,12.17,0.6
24591.0,NonResidential,Small- and Mid-Sized Office,2724 1st Avenue South,2724 1st Avenue South,7666206040,GREATER DUWAMISH,1926.0,1.0,1.0,20460.0,0.0,20460.0,Office,Office,20460.0,RAS,0.0,RAS,0.0,16.0,44.20000076,44.20000076,138.6999969,138.6999969,903541.875,903541.875,0.0,903542.0,0.0,False,6.3,0.31
24593.0,NonResidential,Self-Storage Facility,1st Ave Self Storage,2400 1st Ave S,7666206065,GREATER DUWAMISH,1925.0,1.0,2.0,25821.0,0.0,25821.0,Self-Storage Facility,Self-Storage Facility,25821.0,RAS,0.0,RAS,0.0,65.44972577696527,8.100000381,8.300000191,25.5,26.10000038,209698.7031,214950.9063,0.0,209699.0,0.0,False,1.46,0.06
24598.0,NonResidential,Refrigerated Warehouse,bnr corporation,2250 occidental ave s,7666206133,GREATER DUWAMISH,1955.0,1.0,2.0,21870.0,0.0,21870.0,Refrigerated Warehouse,Refrigerated Warehouse,21870.0,RAS,0.0,RAS,0.0,45.0,49.09999847,48.79999924,154.3000031,153.1999969,1074350.375,1067194.5,0.0,1074350.0,0.0,False,7.49,0.34
24599.0,NonResidential,Warehouse,SOUTH LANDER BUSINESS PARK,2454 OCCIDENTAL AVE S,7666206136,GREATER DUWAMISH,1988.0,3.0,1.0,51664.0,0.0,51664.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,51664.0,RAS,0.0,RAS,0.0,65.44972577696527,68.30000305,72.5,177.3999939,181.8000031,3528086.75,3743867.25,0.0,2614003.0,914084.0,False,66.77,1.29
24600.0,NonResidential,Medical Office,Navos Psychiatric Hospital,2600 SW Holden St,7985400265,DELRIDGE,1970.0,1.0,1.0,43615.0,0.0,43615.0,Medical Office,Medical Office,43615.0,RAS,0.0,RAS,0.0,89.0,71.90000153,77.69999695,137.8999939,144.0,3133849.5,3389213.25,0.0,1302454.0,1831396.0,False,106.35,2.44
24601.0,NonResidential,Small- and Mid-Sized Office,Navos Erlick Perez,2600 SW Holden St,7985400265,DELRIDGE,1970.0,1.0,3.0,36879.0,0.0,36879.0,Office,Office,16855.0,RAS,0.0,RAS,0.0,26.0,67.90000153,71.0,213.1999969,222.8999939,1144267.5,1196289.375,0.0,1144267.0,0.0,False,7.98,0.22
24602.0,Nonresidential COS,Other,Southwest Precinct,2300 SW Webster St,7985400296,DELRIDGE,2002.0,1.0,2.0,28531.0,0.0,28531.0,"Other, Parking",Other,28303.0,Parking,1100.0,RAS,0.0,65.44972577696527,123.5,127.5999985,278.3999939,279.7000122,3494929.5,3611021.0,0.0,2013762.0,1481167.0,False,92.7,3.25
24603.0,NonResidential,Warehouse,20731-West Seattle / Delridge Way SW,7133 Delridge Way Sw,7985400475,DELRIDGE,1982.0,1.0,2.0,36600.0,0.0,36600.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,43556.0,RAS,0.0,RAS,0.0,80.0,7.099999905,7.400000095,22.20000076,23.10000038,308400.4063,320606.5938,0.0,308400.0,0.0,False,2.15,0.06
